,i_p,notes_p,score_p,i_v,notes_v,score_v
77,2,2,3,9,3,6
77,5,4,1,7,3,3
77,8,2,3,3,3,2
77,3,3,1,10,3,6
77,1,2,5,1,5,4
77,7,2,3,6,4,6
77,4,4,2,4,4,4
77,2,2,6,9,3,1
77,8,2,2,3,3,7
77,9,1,0,8,3,5
77,10,2,3,2,5,2
77,6,2,7,5,3,7
77,5,4,6,7,3,5
77,3,3,1,10,3,6
78,9,4,7,10,3,5
78,1,4,2,7,3,7
78,4,4,6,4,2,5
78,10,4,7,1,4,7
78,2,4,5,9,4,2
78,7,4,4,5,3,3
78,8,4,1,8,4,4
78,5,4,7,6,3,6
78,6,3,2,2,4,4
78,3,3,5,3,4,2
78,9,4,6,10,3,4
78,4,4,2,4,2,4
78,2,4,6,9,4,5
78,8,4,5,8,4,5
78,6,3,4,2,4,7
78,1,4,7,7,3,4
78,10,4,1,1,4,6
78,7,4,2,5,3,7
78,5,4,6,6,3,5
78,3,3,5,3,4,2
79,5,3,2,1,2,6
79,7,5,5,10,5,5
79,2,3,7,6,5,6
79,9,5,7,2,3,2
79,1,3,2,9,5,4
79,4,4,6,4,3,4
79,10,4,2,5,4,3
79,8,5,5,8,5,7
79,6,3,2,3,3,3
79,3,4,6,7,4,4
79,5,3,3,1,2,4
79,2,3,0,6,5,7
79,1,3,7,9,5,2
79,10,4,3,5,4,4
79,6,3,6,3,3,2
79,7,5,1,10,5,4
79,9,5,6,2,3,1
79,4,4,7,4,3,7
79,8,5,3,8,5,4
79,3,4,6,7,4,4
80,1,2,5,1,3,1
80,7,4,1,8,5,3
80,10,4,6,5,5,4
80,4,2,5,3,5,1
80,5,2,4,9,5,4
80,9,4,3,4,5,6
80,6,3,5,6,3,5
80,8,4,6,10,5,5
80,2,2,0,7,4,7
80,3,3,1,2,5,7
80,1,2,7,1,3,6
80,10,4,4,5,5,2
80,5,2,7,9,5,7
80,6,3,4,6,3,2
80,2,2,5,7,4,4
80,7,4,3,8,5,7
80,4,2,6,3,5,4
80,9,4,2,4,5,4
80,8,4,3,10,5,4
80,3,3,1,2,5,7
81,5,3,2,4,4,4
81,7,5,7,5,4,2
81,3,4,3,9,3,6
81,8,5,7,7,3,7
81,4,5,6,2,5,4
81,10,4,7,10,4,6
81,1,3,7,1,3,1
81,9,5,7,8,3,7
81,2,3,4,3,4,5
81,6,4,7,6,5,6
81,5,3,6,4,4,4
81,3,4,4,9,3,2
81,4,5,2,2,5,7
81,1,3,0,1,3,7
81,2,3,5,3,4,4
81,7,5,4,5,4,7
81,8,5,2,7,3,5
81,10,4,0,10,4,6
81,9,5,3,8,3,4
81,6,4,7,6,5,6
82,6,3,1,9,3,6
82,4,5,6,7,5,2
82,10,3,5,6,3,4
82,3,5,0,8,5,1
82,2,3,7,1,3,6
82,9,5,4,5,4,1
82,5,3,2,10,5,4
82,7,5,5,4,5,1
82,1,3,6,2,5,4
82,8,5,5,3,5,1
82,6,3,3,9,3,7
82,10,3,7,6,3,4
82,2,3,3,1,3,6
82,5,3,3,10,5,4
82,1,3,2,2,5,7
82,4,5,4,7,5,4
82,3,5,5,8,5,3
82,9,5,1,5,4,4
82,7,5,4,4,5,4
82,8,5,5,3,5,1
83,1,4,5,10,4,5
83,7,4,3,7,4,4
83,4,4,6,1,4,6
83,10,4,4,5,4,2
83,5,4,4,2,4,1
83,9,4,5,4,4,6
83,3,4,2,6,4,4
83,6,4,4,8,4,5
83,2,4,6,9,4,1
83,8,4,6,3,4,2
83,1,4,2,10,4,6
83,4,4,5,1,4,7
83,5,4,6,2,4,6
83,3,4,0,6,4,7
83,2,4,5,9,4,6
83,7,4,1,7,4,7
83,10,4,0,5,4,4
83,9,4,3,4,4,7
83,6,4,5,8,4,7
83,8,4,6,3,4,2
84,5,4,4,1,4,4
84,9,5,7,7,4,2
84,2,4,6,6,5,5
84,8,5,7,3,4,4
84,4,4,6,2,4,4
84,10,3,7,10,4,4
84,1,4,5,4,5,7
84,7,5,7,8,4,5
84,3,4,2,9,4,2
84,6,3,7,5,5,6
84,5,4,3,1,4,4
84,2,4,2,6,5,6
84,4,4,2,2,4,1
84,1,4,1,4,5,4
84,3,4,5,9,4,6
84,9,5,2,7,4,3
84,8,5,2,3,4,2
84,10,3,1,10,4,6
84,7,5,6,8,4,3
84,6,3,7,5,5,6
85,4,3,6,4,3,4
85,10,3,5,9,4,4
85,3,4,2,10,5,5
85,6,3,7,7,5,4
85,5,2,4,1,3,6
85,9,4,7,5,5,2
85,2,2,6,2,4,6
85,8,3,6,6,5,5
85,1,2,5,3,3,7
85,7,3,3,8,5,7
85,4,3,4,4,3,4
85,3,4,6,10,5,6
85,5,2,3,1,3,7
85,2,2,0,2,4,4
85,1,2,7,3,3,1
85,10,3,3,9,4,6
85,6,3,3,7,5,7
85,9,4,2,5,5,7
85,8,3,4,6,5,4
85,7,3,3,8,5,7
86,2,4,6,9,5,5
86,8,5,2,8,3,3
86,9,4,4,5,4,2
86,5,5,4,2,5,7
86,10,4,6,1,5,4
86,4,5,3,7,4,7
86,7,5,7,4,5,6
86,3,4,2,6,5,5
86,6,5,4,3,5,2
86,1,4,0,10,5,4
86,2,4,7,9,5,2
86,9,4,0,5,4,6
86,10,4,1,1,5,5
86,7,5,6,4,5,4
86,6,5,5,3,5,7
86,8,5,1,8,3,5
86,5,5,5,2,5,7
86,4,5,4,7,4,2
86,3,4,1,6,5,5
86,1,4,0,10,5,4
87,2,3,5,10,4,4
87,7,4,5,4,5,4
87,1,3,7,9,4,5
87,9,4,0,8,5,1
87,10,3,6,1,4,6
87,4,5,4,5,5,2
87,3,4,2,2,4,7
87,6,4,5,7,5,3
87,8,4,1,3,5,5
87,5,4,3,6,4,5
87,2,3,0,10,4,4
87,1,3,7,9,4,7
87,10,3,5,1,4,7
87,3,4,3,2,4,4
87,8,4,4,3,5,4
87,7,4,1,4,5,7
87,9,4,6,8,5,3
87,4,5,1,5,5,7
87,6,4,7,7,5,2
87,5,4,3,6,4,5
88,3,3,2,6,5,4
88,6,5,7,8,4,7
88,5,4,4,3,2,1
88,9,4,7,9,3,6
88,1,4,5,7,3,7
88,7,5,3,4,3,5
88,4,4,6,1,2,6
88,10,4,7,10,4,4
88,2,4,6,2,3,2
88,8,5,3,5,4,7
88,3,3,6,6,5,5
88,5,4,3,3,2,3
88,1,4,2,7,3,4
88,4,4,2,1,2,7
88,2,4,4,2,3,5
88,6,5,3,8,4,5
88,9,4,1,9,3,4
88,7,5,1,4,3,4
88,10,4,2,10,4,1
88,8,5,3,5,4,7
89,5,4,4,7,4,6
89,9,4,7,9,5,7
89,2,3,5,1,3,7
89,7,3,1,2,4,2
89,10,3,6,5,4,3
89,4,4,2,8,4,7
89,1,3,1,4,4,4
89,3,3,2,10,4,2
89,6,3,5,3,4,5
89,8,3,1,6,3,2
89,5,4,3,7,4,4
89,2,3,7,1,3,6
89,10,3,7,5,4,4
89,1,3,4,4,4,4
89,6,3,3,3,4,1
89,9,4,1,9,5,2
89,7,3,3,2,4,5
89,4,4,4,8,4,6
89,3,3,3,10,4,5
89,8,3,1,6,3,2
90,4,4,1,4,3,6
90,6,4,4,6,5,6
90,1,4,7,2,2,4
90,9,4,5,10,3,6
90,3,4,5,8,3,1
90,10,4,7,1,2,7
90,2,4,5,3,2,3
90,7,4,2,7,4,6
90,5,4,1,9,3,2
90,8,4,7,5,4,4
90,4,4,2,4,3,1
90,1,4,1,2,2,5
90,3,4,0,8,3,7
90,2,4,3,3,2,1
90,5,4,7,9,3,7
90,6,4,3,6,5,5
90,9,4,0,10,3,6
90,10,4,1,1,2,4
90,7,4,4,7,4,7
90,8,4,7,5,4,4
91,1,4,7,1,4,7
91,9,4,0,9,3,2
91,10,5,7,2,3,2
91,2,4,3,5,4,7
91,5,3,7,7,3,5
91,6,4,6,10,3,4
91,7,3,7,4,3,7
91,3,3,4,8,2,7
91,4,2,7,3,3,5
91,8,3,6,6,4,4
91,1,4,7,1,4,7
91,10,5,4,2,3,7
91,5,3,2,7,3,7
91,7,3,3,4,3,4
91,4,2,6,3,3,1
91,9,4,7,9,3,2
91,2,4,4,5,4,1
91,6,4,2,10,3,6
91,3,3,3,8,2,4
91,8,3,6,6,4,4
92,4,3,6,2,3,2
92,9,1,5,5,2,6
92,3,2,2,1,2,1
92,6,2,4,8,4,4
92,1,1,6,7,3,5
92,8,2,2,10,2,4
92,10,1,1,4,3,4
92,7,2,5,9,4,1
92,2,1,3,3,4,5
92,5,2,5,6,2,6
92,4,3,4,2,3,7
92,3,2,1,1,2,4
92,1,1,7,7,3,7
92,10,1,7,4,3,4
92,2,1,7,3,4,4
92,9,1,3,5,2,3
92,6,2,5,8,4,6
92,8,2,4,10,2,4
92,7,2,2,9,4,7
92,5,2,5,6,2,6
93,10,5,6,7,5,4
93,4,5,7,1,5,6
93,8,5,6,10,5,4
93,2,5,7,9,5,7
93,9,5,5,6,5,6
93,3,5,7,4,5,4
93,7,5,2,5,5,2
93,5,5,7,2,5,5
93,6,5,4,8,5,7
93,1,5,7,3,5,3
93,10,5,2,7,5,5
93,8,5,2,10,5,5
93,9,5,1,6,5,7
93,7,5,6,5,5,3
93,6,5,1,8,5,1
93,4,5,2,1,5,7
93,2,5,0,9,5,4
93,3,5,6,4,5,1
93,5,5,3,2,5,4
93,1,5,7,3,5,3
94,2,4,5,2,3,2
94,7,3,1,5,4,2
94,10,3,6,9,5,4
94,4,4,4,4,3,6
94,3,3,2,6,4,4
94,6,4,5,8,4,1
94,8,3,6,1,4,4
94,1,4,3,7,4,5
94,5,5,4,10,4,2
94,9,2,7,3,3,4
94,2,4,7,2,3,2
94,10,3,5,9,5,7
94,3,3,3,6,4,4
94,8,3,1,1,4,6
94,5,5,2,10,4,1
94,7,3,3,5,4,4
94,4,4,1,4,3,7
94,6,4,4,8,4,4
94,1,4,7,7,4,3
94,9,2,7,3,3,4
95,5,3,4,3,4,5
95,9,4,7,6,4,7
95,2,3,5,9,3,4
95,7,4,3,4,4,1
95,4,3,6,2,4,7
95,10,4,5,7,4,4
95,3,3,2,1,4,1
95,6,4,4,8,3,6
95,1,3,6,10,3,1
95,8,4,1,5,4,4
95,5,3,3,3,4,1
95,2,3,2,9,3,2
95,4,3,4,2,4,7
95,3,3,1,1,4,6
95,1,3,7,10,3,5
95,9,4,1,6,4,6
95,7,4,1,4,4,7
95,10,4,3,7,4,4
95,6,4,5,8,3,3
95,8,4,1,5,4,4
96,5,1,2,2,3,6
96,7,3,6,6,4,7
96,6,1,3,9,2,1
96,9,3,0,3,2,3
96,10,2,5,7,3,5
96,3,2,0,10,2,4
96,2,1,6,4,3,4
96,8,3,6,5,3,6
96,1,1,2,1,3,1
96,4,2,5,8,2,5
96,5,1,7,2,3,2
96,6,1,3,9,2,6
96,10,2,7,7,3,7
96,2,1,0,4,3,5
96,1,1,5,1,3,4
96,7,3,1,6,4,5
96,9,3,5,3,2,2
96,3,2,3,10,2,1
96,8,3,7,5,3,3
96,4,2,5,8,2,5
97,10,1,6,4,3,7
97,4,4,2,8,4,4
97,2,2,6,7,3,5
97,8,2,5,10,5,4
97,6,1,2,9,5,1
97,3,5,7,3,3,7
97,7,2,5,1,5,6
97,1,2,3,5,5,7
97,5,3,4,6,5,6
97,9,3,0,2,4,1
97,10,1,7,4,3,7
97,2,2,4,7,3,6
97,6,1,6,9,5,7
97,7,2,2,1,5,4
97,5,3,5,6,5,4
97,4,4,7,8,4,6
97,8,2,3,10,5,2
97,3,5,1,3,3,4
97,1,2,7,5,5,2
97,9,3,0,2,4,1
98,10,5,6,1,4,1
98,4,3,5,8,4,6
98,5,3,4,10,4,5
98,9,5,7,7,4,2
98,2,5,5,6,3,5
98,7,4,6,3,4,4
98,6,4,2,2,3,2
98,3,5,1,5,5,2
98,1,5,6,9,3,4
98,8,4,2,4,5,5
98,10,5,4,1,4,6
98,5,3,3,10,4,5
98,2,5,4,6,3,6
98,6,4,4,2,3,2
98,1,5,2,9,3,5
98,4,3,6,8,4,4
98,9,5,1,7,4,3
98,7,4,7,3,4,4
98,3,5,3,5,5,4
98,8,4,2,4,5,5
99,6,4,3,2,3,2
99,10,4,5,5,5,6
99,3,4,5,1,3,7
99,9,4,4,9,2,4
99,5,4,1,4,4,7
99,8,4,4,7,5,3
99,7,4,5,3,5,7
99,2,4,0,8,5,4
99,1,4,2,6,3,5
99,4,4,1,10,3,4
99,6,4,2,2,3,7
99,3,4,6,1,3,5
99,5,4,2,4,4,4
99,7,4,5,3,5,5
99,1,4,7,6,3,7
99,10,4,0,5,5,2
99,9,4,2,9,2,6
99,8,4,6,7,5,4
99,2,4,2,8,5,6
99,4,4,1,10,3,4
100,10,5,7,10,3,4
100,2,4,7,2,4,5
100,9,4,3,8,4,3
100,6,5,6,5,4,7
100,7,4,5,7,3,3
100,1,4,1,3,4,7
100,3,4,4,1,3,5
100,4,3,5,4,3,4
100,5,4,1,9,3,7
100,8,4,2,6,3,5
100,10,5,0,10,3,6
100,9,4,1,8,4,4
100,7,4,7,7,3,4
100,3,4,6,1,3,7
100,5,4,3,9,3,2
100,2,4,4,2,4,2
100,6,5,4,5,4,4
100,1,4,2,3,4,4
100,4,3,7,4,3,6
100,8,4,2,6,3,5
101,2,2,5,6,2,4
101,7,3,1,8,5,5
101,10,2,6,9,3,6
101,4,3,2,7,3,5
101,1,2,6,10,4,2
101,8,3,3,3,4,4
101,3,3,6,5,3,2
101,5,2,4,2,3,7
101,9,3,3,1,2,5
101,6,2,4,4,5,6
101,2,2,7,6,2,7
101,10,2,7,9,3,4
101,1,2,1,10,4,1
101,3,3,5,5,3,6
101,9,3,1,1,2,1
101,7,3,3,8,5,4
101,4,3,7,7,3,3
101,8,3,1,3,4,4
101,5,2,7,2,3,1
101,6,2,4,4,5,6
102,9,5,3,3,3,1
102,6,3,4,9,3,7
102,1,1,5,1,3,4
102,7,4,7,6,5,6
102,3,2,4,2,4,2
102,4,3,5,5,3,4
102,5,2,4,4,4,4
102,10,3,7,10,3,6
102,2,1,6,8,2,4
102,8,4,2,7,5,3
102,9,5,7,3,3,7
102,1,1,1,1,3,7
102,3,2,6,2,4,1
102,5,2,3,4,4,7
102,2,1,4,8,2,5
102,6,3,6,9,3,7
102,7,4,3,6,5,7
102,4,3,6,5,3,1
102,10,3,2,10,3,5
102,8,4,2,7,5,3
103,7,5,1,1,3,6
103,9,4,7,10,4,4
103,2,3,2,2,3,6
103,4,4,1,6,4,7
103,6,5,4,5,4,3
103,1,3,1,8,4,7
103,3,4,3,3,4,4
103,8,5,2,4,4,7
103,10,4,4,7,4,6
103,5,4,2,9,4,7
103,7,5,5,1,3,7
103,2,3,4,2,3,2
103,6,5,2,5,4,4
103,3,4,5,3,4,3
103,10,4,0,7,4,5
103,9,4,6,10,4,5
103,4,4,2,6,4,4
103,1,3,6,8,4,7
103,8,5,1,4,4,4
103,5,4,2,9,4,7
104,4,4,6,4,4,7
104,10,4,4,7,3,4
104,5,4,1,1,4,6
104,8,4,6,10,2,4
104,2,4,5,2,3,6
104,7,4,7,6,4,5
104,3,4,5,3,3,4
104,9,4,7,5,4,2
104,1,4,4,9,2,5
104,6,4,1,8,2,7
104,4,4,5,4,4,5
104,5,4,3,1,4,7
104,2,4,0,2,3,4
104,3,4,1,3,3,1
104,1,4,7,9,2,6
104,10,4,2,7,3,5
104,8,4,4,10,2,5
104,7,4,1,6,4,7
104,9,4,3,5,4,3
104,6,4,1,8,2,7
105,5,2,2,1,3,1
105,7,3,1,8,4,5
105,10,2,6,2,3,4
105,4,3,2,10,4,4
105,2,2,7,9,3,7
105,9,3,3,6,3,6
105,6,2,2,4,3,4
105,3,3,1,3,3,3
105,1,2,6,7,3,7
105,8,3,1,5,3,6
105,5,2,4,1,3,7
105,10,2,7,2,3,2
105,2,2,4,9,3,4
105,6,2,4,4,3,7
105,1,2,5,7,3,4
105,7,3,3,8,4,6
105,4,3,6,10,4,5
105,9,3,5,6,3,5
105,3,3,3,3,3,4
105,8,3,1,5,3,6
106,4,4,6,4,2,1
106,10,1,0,2,3,7
106,9,2,7,7,4,5
106,1,2,1,10,3,6
106,3,3,6,8,5,4
106,5,3,1,6,3,7
106,8,5,5,5,2,6
106,6,3,6,1,2,7
106,7,5,5,3,2,1
106,2,2,2,9,3,4
106,4,4,6,4,2,7
106,9,2,5,7,4,4
106,3,3,3,8,5,3
106,8,5,4,5,2,4
106,7,5,1,3,2,4
106,10,1,7,2,3,4
106,1,2,3,10,3,5
106,5,3,7,6,3,4
106,6,3,4,1,2,7
106,2,2,2,9,3,4
107,4,2,2,8,3,7
107,2,1,3,3,3,7
107,5,2,4,1,2,4
107,9,1,3,6,2,6
107,6,2,4,4,3,4
107,1,1,6,10,3,4
107,8,2,2,9,2,6
107,10,1,1,7,2,7
107,7,2,7,2,3,2
107,3,1,4,5,2,3
107,4,2,5,8,3,1
107,5,2,7,1,2,5
107,6,2,5,4,3,4
107,8,2,4,9,2,2
107,7,2,5,2,3,4
107,2,1,7,3,3,5
107,9,1,7,6,2,5
107,1,1,7,10,3,5
107,10,1,5,7,2,7
107,3,1,4,5,2,3
108,2,4,6,1,3,1
108,8,4,2,8,3,4
108,10,4,6,6,3,5
108,4,4,5,3,3,1
108,5,4,4,9,3,6
108,9,4,3,7,4,7
108,6,4,4,2,3,4
108,1,4,1,10,2,1
108,3,4,7,5,3,4
108,7,4,5,4,2,5
108,2,4,7,1,3,4
108,10,4,4,6,3,7
108,5,4,7,9,3,2
108,6,4,2,2,3,2
108,3,4,3,5,3,3
108,8,4,7,8,3,7
108,4,4,6,3,3,3
108,9,4,7,7,4,5
108,1,4,5,10,2,4
108,7,4,5,4,2,5
109,1,3,6,1,3,1
109,8,3,7,8,2,5
109,4,3,6,2,4,2
109,10,3,4,5,4,2
109,5,3,4,9,2,6
109,9,3,5,7,4,7
109,3,3,2,4,4,6
109,6,3,4,6,4,5
109,2,3,5,3,4,2
109,7,3,5,10,2,6
109,1,3,2,1,3,7
109,4,3,5,2,4,2
109,5,3,6,9,2,4
109,3,3,0,4,4,4
109,2,3,6,3,4,7
109,8,3,2,8,2,3
109,10,3,0,5,4,7
109,9,3,3,7,4,2
109,6,3,6,6,4,5
109,7,3,5,10,2,6
110,1,5,6,2,5,2
110,8,3,7,5,3,2
110,4,5,1,9,5,6
110,6,3,3,7,2,4
110,10,2,7,8,4,1
110,2,5,5,1,5,5
110,7,3,7,4,4,4
110,3,5,6,10,2,2
110,5,5,4,3,5,5
110,9,2,7,6,3,6
110,1,5,2,2,5,2
110,4,5,6,9,5,5
110,10,2,1,8,4,7
110,7,3,2,4,4,4
110,5,5,1,3,5,4
110,8,3,5,5,3,7
110,6,3,4,7,2,4
110,2,5,0,1,5,6
110,3,5,5,10,2,5
110,9,2,7,6,3,6
111,1,4,2,9,2,4
111,4,5,2,4,5,6
111,2,4,7,6,3,7
111,9,5,3,5,5,6
111,6,4,6,1,3,1
111,7,5,1,8,2,5
111,10,4,2,2,4,4
111,8,5,3,3,5,2
111,3,5,6,10,2,5
111,5,4,3,7,5,6
111,1,4,0,9,2,7
111,2,4,4,6,3,4
111,6,4,3,1,3,7
111,10,4,5,2,4,4
111,3,5,4,10,2,4
111,4,5,6,4,5,4
111,9,5,1,5,5,3
111,7,5,4,8,2,7
111,8,5,1,3,5,3
111,5,4,3,7,5,6
112,5,3,4,1,3,6
112,9,5,5,5,4,1
112,3,4,2,10,5,2
112,6,4,4,3,4,5
112,2,2,5,6,2,4
112,7,5,3,8,5,5
112,4,2,6,9,5,4
112,10,4,7,4,4,1
112,1,2,6,2,4,7
112,8,5,1,7,3,4
112,5,3,6,1,3,6
112,3,4,0,10,5,5
112,2,2,2,6,2,7
112,4,2,2,9,5,2
112,1,2,7,2,4,2
112,9,5,3,5,4,4
112,6,4,6,3,4,7
112,7,5,1,8,5,7
112,10,4,2,4,4,7
112,8,5,1,7,3,4
113,8,5,6,10,3,5
113,1,4,7,6,5,7
113,9,5,4,5,5,6
113,5,4,4,1,3,7
113,10,5,6,3,4,1
113,4,4,3,9,2,5
113,7,5,5,8,2,7
113,2,4,4,4,5,7
113,6,5,2,7,4,7
113,3,4,3,2,4,4
113,8,5,2,10,3,1
113,9,5,0,5,5,4
113,10,5,1,3,4,7
113,7,5,6,8,2,4
113,6,5,4,7,4,2
113,1,4,3,6,5,4
113,5,4,5,1,3,7
113,4,4,2,9,2,4
113,2,4,0,4,5,1
113,3,4,3,2,4,4
114,2,4,5,1,4,4
114,7,3,3,7,4,6
114,4,3,6,9,3,2
114,10,5,7,5,4,4
114,1,4,6,3,3,2
114,8,3,3,10,3,4
114,3,3,2,4,4,7
114,6,5,7,8,3,5
114,5,4,4,2,3,6
114,9,3,7,6,3,4
114,2,4,2,1,4,7
114,4,3,2,9,3,1
114,1,4,1,3,3,4
114,3,3,6,4,4,1
114,5,4,2,2,3,7
114,7,3,1,7,4,7
114,10,5,2,5,4,1
114,8,3,5,10,3,6
114,6,5,3,8,3,4
114,9,3,7,6,3,4
115,1,2,5,6,3,7
115,7,4,2,9,2,2
115,5,3,4,2,4,4
115,9,3,7,10,3,6
115,2,2,6,1,2,4
115,8,4,7,7,4,7
115,4,3,1,5,4,3
115,6,4,2,8,5,7
115,3,2,5,4,5,4
115,10,3,7,3,5,5
115,1,2,3,6,3,6
115,5,3,3,2,4,7
115,2,2,2,1,2,6
115,4,3,4,5,4,4
115,3,2,7,4,5,4
115,7,4,1,9,2,4
115,9,3,2,10,3,5
115,8,4,5,7,4,4
115,6,4,3,8,5,7
115,10,3,7,3,5,5
116,1,1,4,2,4,7
116,6,4,6,7,5,7
116,7,5,5,5,4,3
116,2,1,7,8,5,5
116,10,2,2,9,4,4
116,8,5,2,4,4,6
116,9,3,6,6,4,5
116,4,3,5,3,3,7
116,5,3,6,1,3,6
116,3,3,1,10,4,4
116,1,1,5,2,4,2
116,7,5,1,5,4,2
116,10,2,0,9,4,7
116,9,3,4,6,4,4
116,5,3,7,1,3,4
116,6,4,4,7,5,4
116,2,1,6,8,5,7
116,8,5,7,4,4,4
116,4,3,4,3,3,2
116,3,3,1,10,4,4
117,7,4,5,3,4,4
117,1,3,0,5,3,7
117,2,3,2,7,3,4
117,4,3,1,8,2,5
117,6,4,2,9,2,2
117,3,3,6,2,5,6
117,5,3,4,6,3,5
117,9,4,0,10,2,6
117,10,4,2,1,4,5
117,8,4,4,4,3,4
117,7,4,5,3,4,3
117,2,3,4,7,3,6
117,6,4,7,9,2,7
117,5,3,4,6,3,4
117,10,4,7,1,4,6
117,1,3,2,5,3,3
117,4,3,4,8,2,5
117,3,3,5,2,5,4
117,9,4,2,10,2,4
117,8,4,4,4,3,4
118,2,3,5,2,3,2
118,7,4,3,5,4,6
118,4,3,6,1,3,4
118,10,3,5,7,3,3
118,3,3,2,3,3,2
118,6,4,5,10,3,6
118,8,4,6,8,3,4
118,1,3,3,6,4,6
118,5,3,4,4,4,4
118,9,3,7,9,3,2
118,2,3,2,2,3,7
118,4,3,4,1,3,7
118,3,3,3,3,3,7
118,8,4,1,8,3,7
118,5,3,2,4,4,4
118,7,4,1,5,4,7
118,10,3,3,7,3,5
118,6,4,4,10,3,5
118,1,3,7,6,4,7
118,9,3,7,9,3,2
119,1,4,5,2,4,5
119,7,3,6,8,2,7
119,6,3,2,3,3,5
119,3,3,0,6,4,2
119,2,4,6,7,3,5
119,8,3,2,10,3,6
119,10,2,6,1,4,5
119,4,4,5,4,4,4
119,5,4,4,5,4,2
119,9,2,7,9,2,2
119,1,4,4,2,4,4
119,6,3,4,3,3,3
119,2,4,7,7,3,4
119,10,2,4,1,4,6
119,5,4,2,5,4,3
119,7,3,7,8,2,4
119,3,3,3,6,4,5
119,8,3,7,10,3,4
119,4,4,6,4,4,4
119,9,2,7,9,2,2
120,7,4,5,1,3,1
120,2,4,2,8,4,4
120,4,4,6,7,4,2
120,10,4,3,6,3,5
120,6,4,2,3,4,2
120,3,4,1,10,3,4
120,1,4,6,9,3,4
120,8,4,1,4,3,1
120,5,4,4,2,3,2
120,9,4,1,5,4,6
120,7,4,3,1,3,4
120,4,4,1,7,4,3
120,6,4,4,3,4,1
120,1,4,3,9,3,2
120,5,4,3,2,3,5
120,2,4,7,8,4,4
120,10,4,5,6,3,5
120,3,4,3,10,3,4
120,8,4,2,4,3,4
120,9,4,1,5,4,6
121,6,2,2,5,2,3
121,3,3,7,8,3,5
121,7,4,3,2,5,4
121,4,3,6,10,3,5
121,9,4,7,7,2,6
121,2,3,7,9,4,1
121,10,2,2,3,5,4
121,8,4,6,4,5,5
121,1,3,3,1,5,4
121,5,2,7,6,3,7
121,6,2,6,5,2,2
121,7,4,1,2,5,7
121,9,4,0,7,2,3
121,10,2,7,3,5,7
121,1,3,1,1,5,1
121,3,3,4,8,3,6
121,4,3,2,10,3,4
121,2,3,6,9,4,4
121,8,4,1,4,5,6
121,5,2,7,6,3,7
122,3,3,2,3,2,2
122,6,4,4,10,3,1
122,2,3,6,5,4,2
122,8,4,7,2,3,7
122,4,4,6,1,5,5
122,9,5,1,4,4,4
122,7,4,5,9,3,6
122,1,3,7,7,3,4
122,10,5,4,8,2,4
122,5,3,6,6,5,5
122,3,3,0,3,2,4
122,2,3,2,5,4,6
122,4,4,3,1,5,7
122,7,4,1,9,3,5
122,10,5,3,8,2,6
122,6,4,5,10,3,4
122,8,4,2,2,3,1
122,9,5,7,4,4,7
122,1,3,3,7,3,2
122,5,3,6,6,5,5
123,2,4,6,3,1,4
123,8,2,1,5,5,4
123,5,2,4,4,2,7
123,9,4,6,8,2,5
123,4,2,6,9,1,7
123,10,4,5,6,5,6
