,i_p,notes_p,score_p,i_v,notes_v,score_v
123,3,4,2,2,1,4
123,6,4,4,10,2,6
123,1,4,5,1,2,4
123,7,2,5,7,4,3
123,2,4,3,3,1,4
123,5,2,5,4,2,4
123,4,2,4,9,1,2
123,3,4,1,2,1,7
123,1,4,6,1,2,6
123,8,2,2,5,5,3
123,9,4,0,8,2,4
123,10,4,3,6,5,5
123,6,4,6,10,2,5
123,7,2,5,7,4,3
124,4,4,6,1,4,7
124,10,4,4,2,5,4
124,5,4,1,3,5,3
124,8,4,3,7,5,7
124,3,4,7,5,4,1
124,7,4,5,10,3,4
124,2,4,4,4,3,7
124,6,4,4,8,2,4
124,1,4,7,6,5,7
124,9,4,6,9,3,7
124,4,4,5,1,4,7
124,5,4,6,3,5,4
124,3,4,0,5,4,4
124,2,4,0,4,3,6
124,1,4,7,6,5,6
124,10,4,2,2,5,7
124,8,4,4,7,5,5
124,7,4,6,10,3,6
124,6,4,3,8,2,5
124,9,4,6,9,3,7
125,10,3,3,1,3,1
125,6,3,2,8,4,4
125,3,3,6,6,5,5
125,5,3,4,3,3,4
125,9,3,6,4,3,1
125,4,3,2,2,3,2
125,2,3,6,5,4,1
125,8,3,6,10,4,4
125,1,3,5,9,3,6
125,7,3,1,7,4,4
125,10,3,5,1,3,4
125,3,3,5,6,5,6
125,9,3,7,4,3,4
125,2,3,0,5,4,2
125,1,3,4,9,3,5
125,6,3,7,8,4,7
125,5,3,5,3,3,4
125,4,3,7,2,3,4
125,8,3,4,10,4,5
125,7,3,1,7,4,4
126,10,1,6,6,3,5
126,4,3,2,3,4,7
126,2,2,7,1,4,6
126,9,2,1,10,3,1
126,7,3,7,5,3,4
126,3,2,6,4,4,4
126,5,2,1,9,3,5
126,8,3,6,8,4,4
126,1,2,4,7,4,7
126,6,3,3,2,4,6
126,10,1,7,6,3,4
126,2,2,5,1,4,6
126,7,3,2,5,3,2
126,5,2,3,9,3,6
126,1,2,2,7,4,3
126,4,3,6,3,4,2
126,9,2,5,10,3,4
126,3,2,3,4,4,7
126,8,3,5,8,4,5
126,6,3,3,2,4,6
127,7,5,5,1,5,6
127,2,5,0,10,3,4
127,1,5,3,2,3,2
127,5,5,5,5,4,7
127,4,5,6,6,4,4
127,10,5,0,8,3,5
127,9,5,2,9,4,6
127,8,5,5,7,3,3
127,6,5,2,3,3,4
127,3,5,7,4,4,5
127,7,5,5,1,5,7
127,1,5,2,2,3,6
127,4,5,6,6,4,7
127,9,5,3,9,4,1
127,6,5,4,3,3,2
127,2,5,3,10,3,1
127,5,5,4,5,4,3
127,10,5,2,8,3,4
127,8,5,3,7,3,7
127,3,5,7,4,4,5
128,6,4,2,6,5,6
128,3,4,1,4,3,5
128,1,4,6,1,3,6
128,8,3,2,5,5,2
128,10,4,1,2,3,5
128,7,3,5,8,4,6
128,2,4,2,10,2,2
128,4,3,5,3,3,1
128,5,3,4,9,2,6
128,9,3,3,7,3,2
128,6,4,4,6,5,4
128,1,4,7,1,3,7
128,10,4,7,2,3,4
128,2,4,3,10,2,4
128,5,3,6,9,2,4
128,3,4,3,4,3,4
128,8,3,4,5,5,3
128,7,3,3,8,4,7
128,4,3,6,3,3,3
128,9,3,3,7,3,2
129,5,4,4,1,4,1
129,9,5,0,8,5,4
129,10,5,6,6,5,5
129,4,3,2,3,4,1
129,2,3,6,9,5,4
129,8,5,5,4,4,1
129,6,5,2,2,4,2
129,3,3,1,5,5,1
129,1,3,5,10,5,5
129,7,5,2,7,5,4
129,5,4,4,1,4,4
129,10,5,7,6,5,7
129,2,3,4,9,5,2
129,6,5,4,2,4,4
129,1,3,7,10,5,6
129,9,5,6,8,5,7
129,4,3,7,3,4,4
129,8,5,3,4,4,4
129,3,3,7,5,5,7
129,7,5,2,7,5,4
130,10,2,5,8,4,4
130,3,1,3,6,4,7
130,8,3,1,9,3,1
130,5,2,4,3,3,4
130,9,2,6,4,3,7
130,4,2,1,7,4,7
130,6,3,4,5,4,2
130,2,1,5,2,3,4
130,7,3,5,10,3,6
130,1,1,7,1,3,1
130,10,2,2,8,4,5
130,8,3,2,9,3,4
130,9,2,3,4,3,4
130,6,3,6,5,4,1
130,7,3,7,10,3,5
130,3,1,6,6,4,5
130,5,2,5,3,3,3
130,4,2,2,7,4,7
130,2,1,0,2,3,7
130,1,1,7,1,3,1
131,9,4,4,9,4,1
131,5,4,6,3,5,5
131,3,4,4,6,4,5
131,4,5,6,10,5,6
131,10,3,7,1,4,5
131,2,3,0,4,5,7
131,1,3,5,7,4,4
131,7,5,6,8,5,3
131,6,4,5,5,4,2
131,8,5,2,2,5,2
131,9,4,5,9,4,7
131,3,4,5,6,4,4
131,10,3,7,1,4,4
131,1,3,4,7,4,7
131,6,4,7,5,4,4
131,5,4,5,3,5,2
131,4,5,2,10,5,4
131,2,3,5,4,5,7
131,7,5,4,8,5,5
131,8,5,2,2,5,2
132,6,1,2,2,3,2
132,3,4,5,5,5,2
132,10,1,6,9,4,4
132,4,4,2,4,4,4
132,2,3,6,3,4,3
132,8,2,2,7,3,4
132,9,2,4,8,5,6
132,5,3,2,10,4,6
132,7,2,5,1,3,4
132,1,3,4,6,3,6
132,6,1,3,2,3,2
132,10,1,7,9,4,1
132,2,3,7,3,4,7
132,9,2,1,8,5,1
132,7,2,7,1,3,6
132,3,4,4,5,5,4
132,4,4,7,4,4,7
132,8,2,1,7,3,5
132,5,3,3,10,4,5
132,1,3,4,6,3,6
133,8,4,6,6,4,4
133,2,5,3,8,5,5
133,5,5,4,2,3,2
133,9,4,5,5,5,1
133,3,4,2,10,4,6
133,6,5,3,1,3,7
133,10,5,6,3,4,1
133,4,4,3,9,3,4
133,7,4,5,4,5,7
133,1,5,6,7,5,2
133,8,4,1,6,4,6
133,5,5,6,2,3,4
133,3,4,5,10,4,2
133,10,5,1,3,4,4
133,7,4,5,4,5,7
133,2,5,7,8,5,3
133,9,4,3,5,5,6
133,6,5,1,1,3,7
133,4,4,2,9,3,6
133,1,5,6,7,5,2
134,6,3,2,9,3,6
134,3,3,6,7,3,7
134,5,3,2,2,4,5
134,7,3,1,8,4,1
134,10,3,6,1,5,6
134,4,3,2,5,4,4
134,1,3,6,4,4,4
134,8,3,2,10,5,2
134,9,3,7,3,4,5
134,2,3,4,6,5,7
134,6,3,7,9,3,2
134,5,3,4,2,4,7
134,10,3,7,1,5,5
134,1,3,7,4,4,4
134,9,3,5,3,4,3
134,3,3,7,7,3,4
134,7,3,3,8,4,3
134,4,3,7,5,4,1
134,8,3,6,10,5,5
134,2,3,4,6,5,7
135,6,3,2,2,3,7
135,3,5,4,1,4,1
135,4,4,6,8,3,3
135,9,3,2,5,4,7
135,8,4,6,7,3,6
135,1,4,3,9,4,4
135,5,3,4,4,3,6
135,10,2,1,6,5,5
135,7,4,5,3,3,2
135,2,4,4,10,3,4
135,6,3,1,2,3,5
135,4,4,7,8,3,4
135,8,4,1,7,3,7
135,5,3,2,4,3,4
135,7,4,7,3,3,7
135,3,5,5,1,4,6
135,9,3,7,5,4,2
135,1,4,7,9,4,7
135,10,2,7,6,5,5
135,2,4,4,10,3,4
136,2,5,6,1,5,6
136,8,5,7,10,5,4
136,4,5,6,2,5,6
136,10,5,7,6,4,7
136,1,5,4,9,5,1
136,6,5,7,3,5,4
136,5,5,4,4,5,7
136,9,5,5,7,4,4
136,3,5,7,8,5,3
136,7,5,5,5,4,6
136,2,5,2,1,5,7
136,4,5,2,2,5,2
136,1,5,3,9,5,4
136,5,5,6,4,5,7
136,3,5,3,8,5,6
136,8,5,2,10,5,5
136,10,5,3,6,4,5
136,6,5,3,3,5,3
136,9,5,1,7,4,7
136,7,5,5,5,4,6
137,9,4,1,7,3,2
137,7,2,7,6,5,4
137,3,4,4,8,5,6
137,4,3,7,10,5,4
137,8,2,6,2,4,1
137,1,2,0,4,4,4
137,2,2,4,5,5,4
137,6,1,3,3,4,1
137,10,2,4,9,4,7
137,5,1,4,1,3,4
137,9,4,5,7,3,4
137,3,4,3,8,5,5
137,8,2,6,2,4,2
137,2,2,7,5,5,2
137,10,2,1,9,4,7
137,7,2,3,6,5,5
137,4,3,2,10,5,4
137,1,2,4,4,4,4
137,6,1,7,3,4,7
137,5,1,4,1,3,4
138,10,2,6,9,2,2
138,4,1,2,5,2,6
138,1,1,5,1,2,5
138,7,1,2,4,5,6
138,5,1,4,6,2,5
138,9,5,3,3,5,4
138,6,1,2,2,2,5
138,3,5,0,8,5,6
138,2,1,6,10,2,5
138,8,1,2,7,2,6
138,10,2,7,9,2,7
138,1,1,3,1,2,4
138,5,1,7,6,2,6
138,6,1,4,2,2,4
138,2,1,2,10,2,1
138,4,1,3,5,2,4
138,7,1,1,4,5,4
138,9,5,5,3,5,7
138,3,5,3,8,5,4
138,8,1,2,7,2,6
139,2,3,6,9,3,6
139,8,5,7,7,4,3
139,4,4,6,3,3,2
139,10,4,5,10,5,5
139,3,3,5,6,5,6
139,9,4,4,2,3,7
139,5,4,7,1,2,1
139,6,5,4,8,4,7
139,1,3,5,4,4,4
139,7,5,5,5,5,2
139,2,3,2,9,3,1
139,4,4,4,3,3,5
139,3,3,6,6,5,4
139,5,4,3,1,2,5
139,1,3,6,4,4,7
139,8,5,2,7,4,5
139,10,4,0,10,5,4
139,9,4,3,2,3,5
139,6,5,6,8,4,3
139,7,5,5,5,5,2
140,2,3,6,4,4,7
140,8,4,7,7,5,4
140,4,4,6,1,5,1
140,10,4,7,8,5,7
140,1,3,5,3,5,2
140,7,4,2,10,4,4
140,5,3,4,9,5,7
140,9,4,5,6,5,6
140,3,4,2,2,5,2
140,6,4,4,5,5,4
140,2,3,2,4,4,5
140,4,4,2,1,5,7
140,1,3,3,3,5,1
140,5,3,6,9,5,2
140,3,4,3,2,5,7
140,8,4,2,7,5,4
140,10,4,1,8,5,6
140,7,4,1,10,4,5
140,9,4,3,6,5,7
140,6,4,4,5,5,4
141,2,2,6,6,3,5
141,8,1,5,3,4,4
141,6,1,2,2,4,1
141,3,3,1,4,4,5
141,1,2,5,1,3,4
141,7,1,2,7,4,5
141,5,3,4,10,3,6
141,9,1,0,8,5,5
141,10,1,6,9,3,2
141,4,4,2,5,4,7
141,2,2,4,6,3,6
141,6,1,4,2,4,7
141,1,2,3,1,3,6
141,5,3,4,10,3,4
141,10,1,2,9,3,1
141,8,1,3,3,4,4
141,3,3,7,4,4,7
141,7,1,1,7,4,4
141,9,1,6,8,5,3
141,4,4,2,5,4,7
142,2,3,6,6,5,4
142,8,3,1,8,5,1
142,5,4,4,1,4,4
142,9,1,5,7,4,3
142,3,4,2,3,5,2
142,6,2,1,10,4,4
142,4,5,6,9,3,4
142,10,1,7,4,5,1
142,1,3,5,2,5,2
142,7,3,5,5,5,7
142,2,3,3,6,5,4
142,5,4,6,1,4,7
142,3,4,4,3,5,1
142,4,5,2,9,3,2
142,1,3,6,2,5,5
142,8,3,2,8,5,4
142,9,1,3,7,4,5
142,6,2,3,10,4,4
142,10,1,1,4,5,4
142,7,3,5,5,5,7
143,4,4,6,10,5,5
143,10,3,5,7,5,3
143,3,3,2,3,3,1
143,6,4,6,9,3,4
143,7,4,5,4,4,6
143,1,3,7,6,5,4
143,9,4,4,1,3,6
143,5,4,1,5,5,2
143,8,4,6,2,4,5
143,2,3,2,8,5,6
143,4,4,4,10,5,2
143,3,3,7,3,3,4
143,7,4,1,4,4,5
143,9,4,2,1,3,7
143,8,4,2,2,4,7
143,10,3,3,7,5,6
143,6,4,4,9,3,7
143,1,3,3,6,5,7
143,5,4,3,5,5,3
143,2,3,2,8,5,6
144,2,5,5,9,5,6
144,7,5,1,7,5,7
144,10,5,6,5,5,1
144,4,5,5,10,5,4
144,5,5,4,4,5,1
144,9,5,3,2,5,6
144,6,5,2,6,5,5
144,3,5,1,3,5,7
144,1,5,6,1,5,1
144,8,5,6,8,5,5
144,2,5,7,9,5,2
144,10,5,4,5,5,4
144,5,5,7,4,5,6
144,6,5,4,6,5,4
144,1,5,5,1,5,4
144,7,5,3,7,5,5
144,4,5,6,10,5,4
144,9,5,5,2,5,4
144,3,5,3,3,5,7
144,8,5,6,8,5,5
145,2,3,2,7,4,4
145,4,4,6,1,3,7
145,9,3,4,9,4,1
145,5,3,4,3,4,7
145,10,3,5,8,4,4
145,3,4,7,6,3,6
145,7,4,6,2,5,2
145,6,3,4,5,4,4
145,1,3,6,4,4,4
145,8,4,6,10,5,5
145,2,3,7,7,4,6
145,9,3,0,9,4,5
145,10,3,1,8,4,5
145,7,4,5,2,5,1
145,1,3,2,4,4,5
145,4,4,5,1,3,7
145,5,3,6,3,4,5
145,3,4,2,6,3,7
145,6,3,5,5,4,1
145,8,4,6,10,5,5
146,7,2,2,10,3,6
146,5,2,6,8,3,5
146,3,2,5,2,3,7
146,9,2,0,7,3,7
146,10,2,6,4,3,4
146,4,2,2,9,3,7
146,2,2,4,1,3,4
146,6,2,4,6,3,5
146,1,2,6,3,3,4
146,8,2,4,5,3,1
146,7,2,7,10,3,4
146,3,2,5,2,3,1
146,10,2,7,4,3,5
146,2,2,0,1,3,7
146,1,2,3,3,3,7
146,5,2,4,8,3,4
146,9,2,6,7,3,6
146,4,2,1,9,3,7
146,6,2,5,6,3,7
146,8,2,4,5,3,1
147,1,4,6,9,4,6
147,8,5,1,7,4,3
147,5,5,4,3,4,5
147,9,5,5,6,5,5
147,3,5,2,10,5,1
147,6,4,4,5,4,6
147,2,4,5,1,5,1
147,7,5,3,8,3,5
147,4,5,6,2,4,1
147,10,4,7,4,5,4
147,1,4,3,9,4,1
147,5,5,6,3,4,2
147,3,5,0,10,5,6
147,2,4,2,1,5,7
147,4,5,7,2,4,7
147,8,5,2,7,4,2
147,9,5,3,6,5,7
147,6,4,6,5,4,3
147,7,5,1,8,3,7
147,10,4,7,4,5,4
148,6,1,3,5,3,4
148,9,5,7,3,5,5
148,1,3,6,6,1,7
148,8,3,6,9,2,6
148,2,3,5,7,2,7
148,7,3,1,4,5,7
148,10,4,5,8,5,1
148,3,5,6,1,3,6
148,5,2,5,10,4,4
148,4,4,1,2,4,2
148,6,1,4,5,3,7
148,1,3,0,6,1,2
148,2,3,7,7,2,4
148,10,4,4,8,5,6
148,5,2,4,10,4,2
148,9,5,2,3,5,1
148,8,3,4,9,2,4
148,7,3,7,4,5,5
148,3,5,4,1,3,7
148,4,4,1,2,4,2
149,1,3,5,2,1,2
149,7,5,1,5,5,7
149,10,5,6,6,5,4
149,4,3,4,8,1,1
149,3,3,2,1,1,6
149,6,5,7,10,1,4
149,5,3,4,9,1,1
149,9,5,2,3,1,4
149,8,5,6,4,1,7
149,2,3,0,7,4,7
149,1,3,7,2,1,6
149,10,5,5,6,5,4
149,3,3,6,1,1,7
149,5,3,1,9,1,4
149,8,5,4,4,1,4
149,7,5,3,5,5,3
149,4,3,1,8,1,6
149,6,5,3,10,1,2
149,9,5,7,3,1,3
149,2,3,0,7,4,7
150,8,5,6,1,4,4
150,2,1,7,7,4,2
150,9,3,4,6,5,4
150,5,2,6,8,2,7
150,3,1,2,4,4,4
150,6,5,6,5,4,4
150,7,5,5,3,4,2
150,1,1,2,10,4,4
150,4,2,6,2,4,2
150,10,3,2,9,3,7
150,8,5,2,1,4,4
150,9,3,5,6,5,6
150,3,1,7,4,4,4
150,7,5,3,3,4,4
150,4,2,2,2,4,7
150,2,1,3,7,4,4
150,5,2,7,8,2,3
150,6,5,4,5,4,1
150,1,1,7,10,4,4
150,10,3,2,9,3,7
151,1,5,4,1,4,4
151,6,4,6,7,3,6
151,7,4,5,9,4,4
151,2,5,2,4,4,1
151,4,5,6,2,3,2
151,10,4,4,5,3,7
151,5,5,1,6,4,4
151,8,4,2,8,4,7
151,9,3,5,3,3,2
151,3,4,1,10,3,6
151,1,5,5,1,4,7
151,7,4,3,9,4,2
151,4,5,5,2,3,6
151,5,5,4,6,4,5
151,9,3,3,3,3,3
151,6,4,4,7,3,7
151,2,5,7,4,4,4
151,10,4,2,5,3,3
151,8,4,3,8,4,6
151,3,4,1,10,3,6
152,4,3,6,2,3,2
152,10,2,7,5,3,6
152,2,2,4,1,1,1
152,6,2,7,8,3,6
152,5,2,4,10,3,5
152,9,3,5,7,3,6
152,3,3,3,9,2,4
152,8,3,6,4,4,4
152,1,2,5,3,4,5
152,7,3,3,6,3,6
152,4,3,2,2,3,7
152,2,2,3,1,1,6
152,5,2,6,10,3,4
152,3,3,1,9,2,1
152,1,2,7,3,4,4
152,10,2,3,5,3,3
152,6,2,3,8,3,4
152,9,3,2,7,3,7
152,8,3,4,4,4,6
152,7,3,3,6,3,6
153,4,1,6,2,4,5
153,9,1,0,8,1,3
153,10,1,1,5,4,6
153,7,1,6,1,1,6
153,6,1,4,10,3,5
153,1,1,6,7,3,7
153,8,1,1,4,5,4
153,5,1,6,9,1,7
153,3,1,0,6,3,5
153,2,1,2,3,4,4
153,4,1,6,2,4,2
153,10,1,3,5,4,1
153,6,1,5,10,3,4
153,8,1,3,4,5,6
153,3,1,5,6,3,4
153,9,1,1,8,1,1
153,7,1,5,1,1,4
153,1,1,3,7,3,6
153,5,1,3,9,1,1
153,2,1,2,3,4,4
154,6,4,2,2,2,7
154,3,3,5,7,1,2
154,9,3,7,6,2,4
154,2,4,5,8,1,3
154,7,3,5,5,1,6
154,1,4,7,1,3,7
154,10,4,2,3,1,1
154,8,3,7,9,2,4
154,4,3,5,10,1,4
154,5,4,7,4,1,1
154,6,4,3,2,2,6
154,9,3,1,6,2,7
154,7,3,1,5,1,4
154,10,4,6,3,1,2
154,4,3,4,10,1,5
154,3,3,0,7,1,4
154,2,4,0,8,1,1
154,1,4,6,1,3,7
154,8,3,1,9,2,4
154,5,4,7,4,1,1
155,8,4,6,6,5,6
155,1,3,3,4,3,4
155,5,4,4,9,3,5
155,9,3,1,8,2,4
155,7,4,5,7,4,3
155,2,3,2,3,2,7
155,4,4,6,1,3,6
155,10,3,3,10,3,1
155,6,4,2,5,5,2
155,3,3,3,2,2,6
155,8,4,1,6,5,7
155,5,4,2,9,3,6
155,7,4,3,7,4,4
155,4,4,1,1,3,6
155,6,4,4,5,5,4
155,1,3,7,4,3,7
155,9,3,7,8,2,7
155,2,3,7,3,2,2
155,10,3,5,10,3,4
155,3,3,3,2,2,6
156,2,4,5,4,5,7
156,7,5,2,7,5,2
156,5,4,4,6,4,5
156,9,5,7,3,5,4
156,1,4,4,2,5,4
156,6,4,1,10,5,6
156,4,5,7,1,4,1
156,8,5,3,8,5,5
156,3,5,5,9,4,2
156,10,4,7,5,5,4
156,2,4,3,4,5,6
156,5,4,3,6,4,6
156,1,4,2,2,5,7
156,4,5,4,1,4,7
156,3,5,7,9,4,6
156,7,5,1,7,5,3
156,9,5,3,3,5,2
156,6,4,5,10,5,6
156,8,5,2,8,5,3
156,10,4,7,5,5,4
157,7,4,5,10,4,2
157,1,3,4,3,3,3
157,6,3,2,7,4,6
157,3,4,3,9,3,7
157,8,4,6,6,4,6
157,2,3,7,2,3,5
157,10,3,6,8,4,7
157,4,4,6,4,3,4
157,9,4,4,5,4,6
157,5,4,2,1,3,6
157,7,4,6,10,4,5
157,6,3,5,7,4,2
157,8,4,2,6,4,4
157,10,3,0,8,4,3
157,9,4,7,5,4,4
157,1,3,1,3,3,1
157,3,4,0,9,3,2
157,2,3,2,2,3,1
157,4,4,5,4,3,5
157,5,4,2,1,3,6
158,9,5,7,2,5,2
158,2,3,4,9,5,7
158,6,5,1,6,3,4
158,4,3,7,8,5,6
158,8,5,1,10,3,5
158,5,3,4,7,3,7
158,10,5,5,4,5,5
158,3,3,7,1,5,6
158,7,5,5,5,3,4
158,1,3,7,3,5,4
158,9,5,3,2,5,6
158,6,5,5,6,3,5
158,8,5,2,10,3,4
158,10,5,1,4,5,4
158,7,5,5,5,3,2
158,2,3,2,9,5,5
158,4,3,5,8,5,4
158,5,3,6,7,3,4
158,3,3,1,1,5,7
158,1,3,7,3,5,4
159,6,3,2,9,2,6
159,3,4,1,7,3,4
159,1,3,7,1,2,1
159,9,5,0,8,5,6
159,10,3,6,10,3,4
159,4,4,2,4,4,6
159,2,3,5,6,2,5
159,7,5,2,3,5,4
159,5,3,1,2,3,2
159,8,5,5,5,3,2
159,6,3,4,9,2,7
159,1,3,7,1,2,6
159,10,3,7,10,3,5
159,2,3,3,6,2,6
159,5,3,6,2,3,7
159,3,4,5,7,3,4
159,9,5,6,8,5,7
159,4,4,3,4,4,4
159,7,5,4,3,5,4
159,8,5,5,5,3,2
160,3,5,7,1,4,4
160,7,5,5,7,5,7
160,2,5,6,2,4,2
160,8,5,2,5,5,1
160,10,5,4,10,4,6
160,5,5,3,8,4,4
160,1,5,2,6,5,5
160,4,5,6,3,4,1
160,9,5,3,9,4,4
160,6,5,2,4,4,5
160,3,5,0,1,4,7
160,2,5,7,2,4,4
160,10,5,7,10,4,5
160,1,5,7,6,5,7
160,9,5,1,9,4,6
160,7,5,4,7,5,7
160,8,5,1,5,5,3
160,5,5,5,8,4,7
160,4,5,1,3,4,4
160,6,5,2,4,4,5
161,3,4,5,9,4,6
161,10,4,6,7,4,5
161,4,4,1,10,2,6
161,6,4,6,8,4,5
161,7,4,2,2,3,1
161,5,4,4,4,2,6
161,9,4,7,6,2,5
161,1,4,6,3,3,7
161,8,4,6,1,4,6
161,2,4,0,5,2,2
161,3,4,4,9,4,4
161,4,4,3,10,2,4
161,7,4,1,2,3,6
161,9,4,2,6,2,4
161,8,4,2,1,4,4
161,10,4,3,7,4,4
161,6,4,7,8,4,7
161,5,4,3,4,2,4
161,1,4,0,3,3,4
161,2,4,0,5,2,2
162,1,4,4,4,4,4
162,6,4,5,9,4,2
162,8,4,6,5,4,3
162,2,4,2,8,4,5
162,4,4,3,2,4,7
162,7,4,1,7,4,2
162,9,4,5,6,4,5
162,3,4,6,10,4,6
162,5,4,4,1,4,7
162,10,4,7,3,4,4
162,1,4,6,4,4,4
162,8,4,7,5,4,2
162,4,4,6,2,4,6
162,9,4,4,6,4,4
162,5,4,7,1,4,7
162,6,4,4,9,4,5
162,2,4,5,8,4,4
162,7,4,7,7,4,5
162,3,4,5,10,4,2
162,10,4,7,3,4,4
163,2,4,5,2,1,7
163,7,3,3,7,1,7
163,4,3,7,4,1,4
163,8,3,6,9,2,7
163,1,4,4,1,1,4
163,6,4,7,6,2,5
163,5,4,4,3,1,4
163,9,3,5,5,1,1
163,3,3,5,10,2,6
163,10,4,7,8,1,5
163,2,4,2,2,1,1
163,4,3,2,4,1,5
163,1,4,3,1,1,7
163,5,4,6,3,1,2
163,3,3,7,10,2,5
163,7,3,4,7,1,6
163,8,3,5,9,2,7
163,6,4,3,6,2,7
163,9,3,0,5,1,3
163,10,4,7,8,1,5
164,2,4,6,9,4,1
164,8,5,4,3,4,3
164,7,5,1,7,4,5
164,9,3,5,10,4,6
164,3,5,4,1,4,5
164,4,5,1,4,4,6
164,6,4,4,6,4,4
164,1,4,3,8,3,5
164,5,4,4,2,5,2
164,10,3,7,5,5,2
164,2,4,5,9,4,6
164,7,5,7,7,4,4
164,3,5,2,1,4,4
164,6,4,7,6,4,6
164,5,4,1,2,5,4
164,8,5,2,3,4,2
164,9,3,6,10,4,4
164,4,5,2,4,4,7
164,1,4,7,8,3,3
164,10,3,7,5,5,2
165,7,5,1,4,5,4
165,9,2,6,9,1,1
165,4,3,4,3,5,5
165,3,2,6,6,1,6
165,5,3,3,2,4,5
165,1,1,6,8,5,6
165,8,5,2,10,3,1
165,10,1,3,5,2,7
165,6,4,4,7,3,4
165,2,1,5,1,1,5
165,7,5,3,4,5,4
165,4,3,5,3,5,4
165,5,3,1,2,4,4
165,8,5,5,10,3,5
165,6,4,3,7,3,6
165,9,2,5,9,1,7
165,3,2,1,6,1,4
165,1,1,7,8,5,3
165,10,1,7,5,2,6
165,2,1,5,1,1,5
166,3,5,2,9,5,6
166,6,5,1,7,3,3
166,4,5,6,3,3,2
166,10,5,7,10,3,4
166,1,5,6,2,4,2
166,8,5,1,5,3,6
166,5,5,4,1,5,5
166,9,5,7,4,3,7
166,2,5,5,8,4,4
166,7,5,7,6,3,7
166,3,5,4,9,5,1
166,4,5,2,3,3,4
166,1,5,3,2,4,7
166,5,5,3,1,5,1
166,2,5,4,8,4,4
166,6,5,3,7,3,5
166,10,5,2,10,3,1
166,8,5,2,5,3,4
166,9,5,1,4,3,6
166,7,5,7,6,3,7
167,1,2,6,6,2,4
167,8,4,3,8,5,1
167,3,4,6,1,2,7
167,5,3,4,3,3,4
167,10,2,1,5,4,1
167,7,4,3,10,3,4
167,4,4,6,9,3,4
167,9,4,7,4,5,1
167,2,2,4,2,3,7
167,6,2,4,7,4,2
167,1,2,1,6,2,4
167,3,4,5,1,2,6
167,10,2,6,5,4,2
167,4,4,2,9,3,2
167,2,2,6,2,3,5
167,8,4,1,8,5,7
167,5,3,2,3,3,2
167,7,4,1,10,3,4
167,9,4,3,4,5,7
167,6,2,4,7,4,2
