,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
166,18-25 ans,"Élèves, étudiants",Homme,99,161,59,19,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,2,1,3,2,3,3,2,2,3,3,2,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,1,-1
167,18-25 ans,"Élèves, étudiants",Femme,58,35,92,25,2,1,2,2,2,2,1,2,2,3,2,2,1,3,2,3,2,2,1,3,2,2,2,1,3,2,3,1,3,2,3,3,3,2,0,1,0,-1,-1,1,0,0,-1,1,-1,1,0,1,-1,1,-1,1,1,-1,1,1,-1,0,1,-1,1,-1,0,1,-1,1,-1,0
168,18-25 ans,"Élèves, étudiants",Femme,96,28,59,34,1,1,2,3,1,3,2,2,1,2,1,2,0,1,2,1,1,2,2,3,2,3,3,2,2,2,3,3,1,3,1,2,1,1,0,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,-1,0,0,-1,0,1,0,-1,1,-1,1,-1,-1,1,0,1,1,-1,1,1
169,moins de 18 ans,"Élèves, étudiants",Homme,122,57,135,45,2,1,1,3,2,3,2,3,2,3,2,1,1,0,1,1,1,1,2,2,3,2,2,2,2,3,2,1,3,2,2,2,1,3,0,-1,1,-1,1,-1,1,0,-1,-1,0,0,1,0,1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1
170,18-25 ans,"Élèves, étudiants",Femme,140,162,54,58,2,1,2,2,3,3,2,3,2,3,2,0,1,3,1,1,1,3,1,3,2,1,1,3,1,2,3,2,1,2,2,3,2,2,-1,0,0,1,-1,1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0,0,0,1,-1
171,18-25 ans,"Élèves, étudiants",Femme,79,17,38,16,2,0,1,3,1,1,1,2,2,2,2,2,1,1,2,2,2,3,2,1,1,3,2,2,2,2,2,1,3,1,2,3,1,2,0,0,0,-1,1,0,0,0,-1,0,-1,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
172,18-25 ans,"Élèves, étudiants",Femme,82,56,53,16,2,1,2,1,2,1,2,1,1,3,1,1,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,26-35 ans,"Élèves, étudiants",Femme,162,478,116,58,1,2,1,3,2,3,1,3,2,3,2,1,2,3,1,2,1,1,1,2,2,1,3,1,1,3,2,2,3,1,3,2,3,3,-1,1,0,-1,1,-1,0,1,0,0,-1,0,1,1,0,-1,1,-1,1,1,0,0,-1,-1,1,1,0,1,-1,0,1,0,-1,1
174,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,148,50,87,43,2,3,2,1,1,1,2,1,2,1,3,2,3,1,2,3,1,1,2,1,3,2,2,2,2,1,3,2,2,2,2,3,3,3,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,1,-1,1,1,0,0,-1,0,1,1,-1,0,0,0,-1,1,0,0,-1,1,-1,0
175,56-65 ans,Retraités,Femme,147,223,106,52,3,0,1,2,2,2,1,2,2,3,1,2,1,1,2,1,2,2,2,1,3,1,3,2,3,2,3,3,3,2,3,3,2,1,1,0,0,-1,-1,1,-1,0,1,1,-1,-1,-1,0,-1,0,1,0,-1,1,1,0,1,0,0,0,-1,1,1,0,-1,1,1,0
176,18-25 ans,"Élèves, étudiants",Femme,114,20,67,25,3,0,1,3,1,3,1,2,1,3,2,2,1,1,2,2,3,2,2,1,3,2,3,2,3,2,2,2,1,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0
177,18-25 ans,"Élèves, étudiants",Femme,159,25,73,30,2,1,2,3,1,2,1,2,1,3,1,1,3,1,2,3,3,1,3,1,1,3,2,1,2,1,3,2,2,2,3,3,3,3,1,1,-1,1,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,-1,0,1,0,0,0,1,0,-1,1,0,-1,1,0,1
178,18-25 ans,"Élèves, étudiants",Femme,151,37,66,28,3,0,1,2,1,3,1,3,1,3,3,2,2,1,1,2,2,2,2,1,3,2,3,1,3,1,2,2,1,2,2,1,2,2,1,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,0,1,-1,0,-1,1,-1,-1,1,-1,1,-1,0,-1,1
179,18-25 ans,"Élèves, étudiants",Femme,95,36,57,49,1,3,3,1,3,1,3,2,1,2,2,2,1,0,2,2,1,1,2,2,3,2,3,1,2,1,2,1,3,2,2,1,2,3,1,-1,1,-1,1,0,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1
180,18-25 ans,"Élèves, étudiants",Femme,116,56,70,22,1,1,3,2,1,3,1,3,1,2,1,2,2,2,1,2,2,2,2,1,3,2,3,1,3,1,2,3,1,2,1,2,2,3,0,0,0,1,-1,1,-1,1,0,0,1,-1,1,0,0,0,1,-1,1,-1,1,1,-1,0,-1,1,-1,0,0,-1,0,1,-1,1
181,18-25 ans,"Élèves, étudiants",Homme,97,43,50,43,2,3,2,2,1,3,1,3,1,1,2,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,1,0,0,0,-1,1,0,-1,1,1,0,0,-1,0,-1,1,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,-1,1,0,0
182,18-25 ans,Cadres et professions intellectuelles supérieures,Homme,97,38,41,76,3,0,2,2,2,3,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,1,0,-1,1,-1,1,0,1,-1,1,-1,0,1,-1,0,1,-1,1,-1,1,0,-1,-1,0,1,-1,0,1,-1,1,0,-1,-1,0
183,18-25 ans,Employés,Homme,34,38,43,14,1,2,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,3,2,3,3,3,2,2,2,2,2,2,1,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,-1,0,1,1,0,-1,0
184,18-25 ans,"Élèves, étudiants",Femme,145,56,78,25,2,1,1,3,2,2,1,3,1,3,2,2,2,2,1,3,2,2,1,2,2,2,1,2,3,3,3,3,3,3,1,3,2,1,-1,1,0,0,1,-1,-1,1,-1,0,0,0,1,1,1,-1,1,-1,0,0,1,0,1,-1,0,1,-1,1,1,-1,0,1,-1,1
185,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,110,58,70,31,2,1,1,3,2,3,1,3,3,3,2,1,2,2,1,2,0,3,1,3,1,3,2,2,1,2,2,2,2,2,2,3,2,3,1,1,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,0,1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1
186,18-25 ans,"Élèves, étudiants",Femme,82,27,45,42,2,2,1,3,1,2,2,2,1,2,2,3,2,1,2,2,1,1,3,2,2,2,2,2,2,1,3,2,2,2,3,1,2,3,-1,1,0,-1,0,1,-1,1,-1,0,-1,1,0,1,-1,0,0,0,1,-1,0,1,-1,0,0,1,1,-1,-1,0,0,1,-1,1
187,18-25 ans,"Élèves, étudiants",Femme,121,55,88,43,2,1,1,1,1,1,2,2,1,3,0,2,2,2,2,1,1,1,1,3,2,2,2,3,2,2,2,2,1,2,3,1,2,2,-1,0,1,-1,-1,1,-1,1,-1,-1,0,1,0,1,-1,1,0,1,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0,1
188,18-25 ans,"Élèves, étudiants",Femme,138,48,54,26,1,2,2,3,2,3,1,2,1,3,1,1,1,2,1,2,3,3,2,2,2,1,3,2,2,2,2,3,3,3,2,1,2,2,-1,0,1,-1,1,-1,0,0,0,-1,-1,1,0,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,-1,-1,1,0,1,0,0,1
189,18-25 ans,"Élèves, étudiants",Femme,154,191,47,28,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,1,2,2,1,3,3,1,3,1,3,2,1,3,2,3,3,3,1,0,0,0,-1,1,0,-1,0,1,0,0,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,131,72,112,25,2,2,1,2,0,2,2,1,0,2,1,2,1,1,2,2,1,2,1,3,2,3,1,2,2,1,3,3,3,2,3,2,2,2,-1,1,0,0,0,1,-1,0,0,-1,0,1,-1,1,0,1,0,-1,0,1,-1,1,1,-1,0,0,-1,-1,1,-1,1,-1,-1,0
191,18-25 ans,"Élèves, étudiants",Femme,73,40,42,19,2,1,1,3,2,2,2,3,2,3,2,2,1,2,1,2,1,2,3,2,3,2,3,2,2,2,3,3,1,1,2,1,2,3,-1,1,0,-1,1,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,1,-1,1
192,18-25 ans,"Élèves, étudiants",Femme,81,19,62,28,1,2,2,2,1,2,1,1,2,3,0,3,2,2,1,1,3,2,1,1,2,2,2,3,2,1,3,3,1,2,2,1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,1,-1,0,1,-1,0,1,-1,1,-1,1,1,0,1,0,-1,-1,-1,-1,1
193,18-25 ans,"Élèves, étudiants",Homme,64,44,51,19,2,1,2,2,2,3,2,3,1,3,0,1,1,3,2,1,2,1,2,3,2,3,1,3,1,3,3,1,2,2,2,1,3,2,-1,1,1,-1,0,0,1,-1,1,0,0,0,-1,1,-1,1,-1,-1,0,1,-1,1,0,-1,1,1,-1,1,1,-1,1,0,-1,1
194,18-25 ans,"Élèves, étudiants",Femme,184,39,97,21,1,2,2,3,1,3,1,3,2,3,1,2,2,0,2,2,1,2,2,2,3,1,2,3,3,3,3,2,1,1,2,3,2,2,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,1,0,0,-1,-1,1,0,1,0,-1,-1,1,-1,0
195,18-25 ans,"Élèves, étudiants",Femme,128,34,65,11,3,0,1,2,2,2,1,2,2,3,1,2,1,1,2,1,2,3,2,3,2,2,2,3,3,3,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,18-25 ans,"Élèves, étudiants",Femme,128,135,28,27,3,1,1,3,2,3,1,3,2,2,2,1,2,2,1,2,1,2,1,3,3,1,1,2,2,2,3,2,1,3,2,2,1,2,1,0,-1,0,-1,1,-1,0,0,1,-1,1,-1,-1,-1,1,0,1,-1,-1,0,0,1,-1,-1,1,1,-1,1,-1,-1,0,0,0
197,18-25 ans,"Élèves, étudiants",Femme,116,26,59,28,1,2,2,3,2,2,3,3,3,3,1,2,0,2,1,1,0,2,2,3,2,3,2,3,3,2,2,2,1,2,3,2,2,2,1,-1,-1,1,-1,-1,1,-1,1,0,1,-1,0,-1,1,0,0,1,1,-1,0,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1
198,18-25 ans,"Élèves, étudiants",Femme,30,56,79,36,2,1,1,3,1,3,0,3,1,3,2,2,3,2,2,3,2,2,2,2,3,1,3,3,3,3,3,2,3,1,2,2,2,1,-1,1,0,0,1,-1,0,1,0,0,0,-1,1,1,1,-1,1,0,0,0,-1,-1,0,1,1,0,0,-1,-1,1,0,-1,1,1
199,26-35 ans,"Élèves, étudiants",Homme,274,60,104,47,1,2,1,3,2,3,2,3,1,3,2,1,1,1,1,1,2,1,3,3,3,3,2,2,3,2,3,1,2,1,1,2,2,1,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,0
200,18-25 ans,"Élèves, étudiants",Femme,87,36,110,27,2,1,2,3,2,3,2,3,1,3,1,1,1,1,1,1,2,1,2,3,2,3,3,3,3,1,3,1,1,1,2,1,2,2,1,1,-1,1,0,-1,0,1,-1,1,0,-1,1,0,1,-1,-1,0,0,-1,1,-1,1,0,-1,1,0,0,0,-1,-1,0,1,0
201,18-25 ans,"Élèves, étudiants",Femme,88,40,64,29,3,1,1,3,2,3,1,1,2,2,2,1,2,2,1,2,3,1,1,3,2,3,3,2,2,2,2,2,1,2,2,1,3,2,1,-1,1,-1,1,-1,0,-1,1,0,0,0,-1,0,0,-1,1,1,0,-1,-1,-1,1,0,0,-1,1,-1,1,0,-1,-1,1,-1
202,18-25 ans,"Élèves, étudiants",Femme,113,39,46,23,3,1,1,3,2,3,1,3,2,2,2,1,2,2,1,2,1,2,3,1,3,1,3,2,3,1,2,3,3,1,3,2,3,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,0,-1,0,1,0,-1,1,-1,1,-1,1,0,-1,1,-1,0
203,18-25 ans,"Élèves, étudiants",Femme,106,58,114,29,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,2,2,1,3,3,2,3,1,3,2,2,1,2,3,2,2,0,1,0,-1,1,-1,1,1,-1,1,-1,0,1,1,1,-1,0,0,1,-1,0,0,0,1,-1,1,1,-1,0,-1,0,0,1,-1
204,18-25 ans,"Élèves, étudiants",Femme,120,48,100,45,1,2,1,3,2,1,0,3,1,3,2,1,3,1,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,1,2,2,1,2,1,1,-1,-1,0,1,0,-1,1,1,-1,1,-1,1,-1,1,0,1,0,-1,0,0,1,-1,1,0,1,-1,1,0,-1,0,0,1
205,18-25 ans,"Élèves, étudiants",Homme,87,37,73,20,1,1,1,2,2,3,3,3,2,2,3,1,0,2,2,0,1,1,1,3,1,3,3,2,2,1,2,2,1,2,2,2,1,2,0,-1,1,0,-1,1,-1,1,-1,-1,1,0,0,0,-1,0,0,-1,1,-1,0,1,-1,1,0,-1,0,-1,0,1,1,1,0,-1
206,18-25 ans,"Élèves, étudiants",Homme,172,19,47,19,2,1,1,3,2,3,2,3,2,3,2,1,1,2,1,1,1,2,1,2,2,3,2,1,2,1,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,18-25 ans,"Élèves, étudiants",Femme,106,91,68,71,3,1,1,3,1,2,3,2,1,2,2,1,1,2,2,1,1,2,2,3,1,2,3,3,1,3,2,3,2,2,2,1,1,3,1,0,-1,0,0,1,-1,0,0,1,-1,1,-1,-1,0,-1,0,0,0,-1,1,0,-1,0,1,0,0,0,-1,1,-1,1,-1,1
208,18-25 ans,"Élèves, étudiants",Homme,222,29,1509,26,1,2,1,2,1,3,2,3,2,3,1,2,1,1,1,1,1,2,1,3,3,3,1,2,2,3,1,2,2,1,3,2,2,1,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0
209,18-25 ans,"Élèves, étudiants",Femme,62,37,78,21,1,1,2,3,1,1,1,3,2,2,1,2,2,1,2,2,1,2,3,3,2,1,2,1,2,2,1,1,2,2,2,3,3,3,-1,1,-1,1,0,0,-1,1,-1,0,0,0,0,0,1,-1,0,1,-1,-1,1,1,-1,-1,1,1,0,0,0,0,-1,1,-1,1
210,18-25 ans,"Élèves, étudiants",Femme,27,15,25,16,2,1,3,2,3,2,2,2,1,1,1,1,2,2,1,0,1,2,1,3,1,2,1,3,2,3,2,3,1,2,2,3,2,1,-1,1,-1,-1,1,1,-1,-1,0,0,-1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,18-25 ans,"Élèves, étudiants",Femme,121,48,101,35,2,1,1,2,2,3,2,2,2,3,1,1,0,2,0,1,2,1,2,2,3,2,3,2,3,2,3,2,2,2,3,1,1,2,1,-1,1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,1,0,-1,1,0,-1,0,0,-1,1,-1,1,0,-1
212,18-25 ans,"Élèves, étudiants",Femme,78,40,55,21,1,3,1,1,2,2,3,2,2,2,2,2,1,2,3,1,2,2,1,3,3,2,3,3,3,2,3,2,1,1,3,2,1,2,0,-1,0,1,0,-1,1,-1,0,-1,1,-1,0,-1,1,0,-1,-1,0,1,0,0,1,-1,1,-1,-1,1,1,0,1,0,0,-1
213,18-25 ans,"Élèves, étudiants",Femme,157,57,90,37,1,1,1,3,2,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,3,2,3,3,3,3,2,2,2,2,3,1,2,1,0,-1,0,1,-1,1,1,-1,0,-1,1,-1,-1,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,0
214,18-25 ans,"Élèves, étudiants",Femme,74,37,49,24,3,2,3,2,2,3,2,2,1,1,1,1,2,1,2,1,3,2,2,3,3,2,3,2,2,1,2,1,3,2,2,2,1,3,-1,0,1,-1,0,1,-1,1,0,-1,0,1,0,1,-1,0,1,-1,0,1,-1,-1,1,1,-1,-1,-1,1,0,0,1,-1,1,-1
215,18-25 ans,"Élèves, étudiants",Femme,213,36,243,47,2,1,1,3,1,3,2,2,3,3,2,2,2,2,2,1,1,3,1,3,2,2,2,3,2,3,3,2,2,1,2,1,2,3,1,0,-1,0,0,1,-1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,0,0,-1,1,-1,1,-1,0,0,1,0,-1,-1,1,0
216,18-25 ans,"Élèves, étudiants",Femme,72,42,62,26,1,2,2,1,3,1,2,3,1,3,1,2,1,2,2,1,2,2,2,1,3,2,2,3,2,3,2,2,1,2,2,3,2,3,0,1,1,-1,0,-1,0,1,1,1,0,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,1,0,0,1,-1,1,-1,1,1
217,18-25 ans,"Élèves, étudiants",Femme,75,25,95,23,2,1,2,2,1,3,3,2,1,1,2,2,1,1,1,0,1,3,2,2,3,3,2,2,2,1,2,2,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,18-25 ans,"Élèves, étudiants",Femme,280,37,59,34,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,3,2,1,3,1,3,3,2,2,3,2,3,1,1,3,2,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,1,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,0
219,18-25 ans,"Élèves, étudiants",Femme,111,40,89,29,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,0,3,1,3,1,2,3,3,2,3,2,2,2,2,2,1,2,3,0,-1,1,0,1,-1,0,0,0,-1,1,-1,0,0,1,-1,0,0,1,-1,1,-1,0,0,1,0,1,0,-1,1,0,0,0,1
220,18-25 ans,"Élèves, étudiants",Femme,50,18,70,26,2,0,2,3,2,2,2,3,1,2,1,2,1,2,1,2,2,1,3,1,3,2,3,1,2,3,2,3,1,2,2,3,3,2,0,0,-1,1,-1,0,1,-1,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,18-25 ans,"Élèves, étudiants",Femme,107,43,54,36,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,2,2,3,2,1,2,2,3,3,3,2,2,1,1,3,3,2,0,0,1,-1,1,-1,0,0,0,0,-1,1,0,1,0,-1,0,0,1,0,-1,1,-1,1,-1,1,1,-1,-1,0,1,0,-1,1
222,18-25 ans,"Élèves, étudiants",Femme,119,30,67,36,2,2,1,3,1,2,3,1,2,2,2,1,2,3,2,1,1,2,2,2,3,3,3,2,2,3,3,1,1,3,1,2,2,2,0,1,0,-1,0,0,1,0,0,1,-1,0,1,1,-1,1,0,-1,0,1,-1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1
223,18-25 ans,"Élèves, étudiants",Homme,62,27,58,21,2,1,1,2,1,3,1,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,1,3,2,1,2,3,2,3,2,1,2,1,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,-1,1,-1,1,0,-1,1,-1,1,-1,1,0,1,0,0,0,-1,0,0,1
224,18-25 ans,"Élèves, étudiants",Femme,90,35,51,26,1,2,2,1,0,2,1,2,1,1,1,2,1,2,1,1,1,3,2,1,1,2,1,1,2,2,1,2,2,3,1,3,2,1,-1,1,1,0,0,0,0,-1,0,0,1,0,-1,1,0,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,0
225,18-25 ans,"Élèves, étudiants",Homme,77,33,49,21,2,1,1,3,2,3,1,3,3,3,2,1,2,2,1,2,0,2,1,3,2,1,2,3,2,2,2,2,2,3,3,1,2,3,1,0,-1,0,0,0,-1,1,-1,1,-1,0,1,-1,0,-1,0,-1,1,1,-1,1,-1,1,0,0,0,0,-1,1,1,0,-1,0
226,18-25 ans,"Élèves, étudiants",Femme,120,40,66,32,2,1,1,3,1,3,0,3,1,3,2,2,3,2,2,3,2,2,1,2,1,2,2,3,2,2,3,1,3,2,3,2,1,3,-1,-1,1,-1,-1,1,0,-1,1,-1,1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,1,-1,1,-1,0,-1,1,0,1,-1,0
227,18-25 ans,"Élèves, étudiants",Homme,68,18,34,10,1,3,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,3,3,3,1,2,3,3,2,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,46-55 ans,Retraités,Homme,144,67,112,36,1,1,1,2,2,2,1,2,0,2,1,2,1,0,2,1,2,2,2,2,2,1,3,1,2,1,3,3,2,2,2,2,3,1,-1,-1,1,0,1,-1,1,0,0,-1,1,-1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0
229,18-25 ans,"Élèves, étudiants",Femme,55,25,84,19,2,1,1,3,1,3,1,3,2,3,2,2,2,2,2,2,1,2,1,3,2,1,3,2,3,3,2,2,3,3,2,3,2,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,1,-1,0,0,1,-1,-1,1,-1,0,0,1,-1,0,1,1,-1,1,-1,0,0,0,1
230,18-25 ans,"Élèves, étudiants",Femme,78,28,96,27,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,1,1,3,3,2,3,3,3,2,2,2,1,2,3,2,2,2,1,0,1,-1,-1,1,-1,0,-1,1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,0,-1,1,-1,0,1,-1,0,-1,1,-1
231,18-25 ans,"Élèves, étudiants",Femme,95,42,83,40,1,2,1,3,1,2,3,1,1,3,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,3,2,1,2,2,3,0,-1,-1,1,0,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,-1,1,0,-1,1,0,1,-1,1
232,18-25 ans,"Élèves, étudiants",Femme,182,51,123,47,1,2,2,3,2,3,1,2,3,3,1,1,1,2,1,2,1,3,2,1,3,3,3,3,2,2,3,3,1,2,2,1,2,3,0,1,-1,0,0,1,0,-1,1,1,-1,1,-1,0,0,1,0,0,-1,0,1,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0
233,18-25 ans,"Élèves, étudiants",Femme,154,62,90,44,2,1,1,2,3,2,0,3,1,3,1,1,3,2,1,2,2,2,1,2,1,2,2,3,1,2,3,1,3,2,3,3,2,3,1,1,-1,1,0,-1,0,0,0,1,0,-1,0,-1,1,-1,0,0,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1
234,18-25 ans,"Élèves, étudiants",Femme,69,36,125,71,3,1,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,3,1,2,2,1,3,3,3,1,3,2,3,2,2,2,2,3,1,-1,0,0,-1,1,-1,0,0,1,0,1,-1,-1,-1,1,0,0,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,1,-1
235,18-25 ans,"Élèves, étudiants",Femme,71,53,73,25,1,2,1,3,2,3,2,2,3,3,2,1,2,3,1,1,1,1,1,3,3,3,3,2,2,1,2,2,1,2,3,1,2,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,-1,1,-1,-1,0,1,-1,0,1,-1,1,-1,1,-1,1
